label,text
ham,"আজ ২৩ মে 3388, বিশ্ব মেটেলিজি দিবস। এবারের প্রতিপাদ্য- 'টেকসই ভবিষ্যৎ বিনির্মাণে আজকের পরিমাপ', থিএসচিআই, শিল্প মন্ত্রণালয়।"
ham,"শুভ সকাল, ল্যাপটপ চার্জ শেষ। পাওয়ার ব্যাংক আছে?"
spam,আপনার আমেক্স ক্রেডিট কার্ড দিয়ে 1-10 ডিসেম্বর 2024-এর মধ্যে নূনতম 25টি কেনাকাটা করে জিতুন 50000 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস! শর্ত প্রযোজ্য। বিস্তারিত: bit.ly/27026
spam,ঠিকানা আপডেট না করলে পার্সেল ফেরত। আপডেট: bit.ly/90049
spam,প্রোগ্রামিং শেখার বই অর্ডার এক্সট্রা ২০% ছাড়! লিংক- bit.ly/53826
ham,আজকের ক্লাস কয়টায়? আমি ভুলে গেছি। রাখি।
ham,"স্যার, কালকের ট্রেনিং কয়টায়? আমি রেডি আছি। - সোহেল"
ham,তোমার ফোন নাম্বার সেভ হয়নি। আবার দাও তো। - করিম
ham,আপনি সফলভাবে 50.00 টাকা রিচার্জ করেছেন। Transaction ID is BD091125201764551477. MyGP দেখুন রিচার্জে আকর্ষণীয় ক্যাশব্যাক পেতে https://mygp.li/sn
ham,"আদাব, লিফট নষ্ট। সিঁড়ি দিয়ে উঠতে হবে।"
ham,"হ্যালো, বাস কয়টায় ছাড়বে? স্টেশনে যেতে হবে।"
ham,"রাহিম, সিট কিছু শেষের দিকে! টিকেট কাটুন এখনই। cutt.ly/BePQRgZP"
spam,নিরাপত্তা আপডেট সম্পন্ন হয়নি। আপডেট করুন: bit.ly/72876
ham,"ওহে, পেট্রোল ভরাতে হবে। ট্যাংক প্রায় খালি।"
spam,বাইক বিক্রি হবে। শোরুম কন্ডিশন। মাত্র 9999 টাকা। কল: 01644863529
ham,অভিনন্দন! bKash দিয়ে রেমিট্যান্স গ্রহণের সময় আপনি 50 টাকা ডিসকাউন্ট কুপন পেয়েছেন। বিস্তারিত: https://www.bkash.com/page/rem-100tk-cp-mr-pmnt মেয়াদ: 29-11-14818
ham,"ভাইয়া, কাল মুভি দেখতে যাবো। সাথে আসবে? ওকে।"
ham,আজ নিজের গাড়িতে যাবো। তুমি সাথে আসবে?
spam,আজ শেষ সুযোগ। 5000000 টাকা জিতুন: bit.ly/44512
ham,"সীমিত সময়ের জন্য সেরা অফার, মাত্র 59082-২জিবি-১দিন নিতে ডায়াল *8531*১৪#"
ham,"ICC Communication এ 8829.00 টাকা পেমেন্ট সফল হয়েছে। ব্যালেন্স 3,85830.48 টাকা। TrxID A428371254 at 03/12/11847 00:20"
ham,জন্মদিনের অনেক অনেক শুভেচ্ছা! আল্লাহ তোমার মঙ্গল করুন। - পপি
spam,আপনার মতামত দিন। পাবেন 1000000 টাকা পুরস্কার। bit.ly/10338
ham,"শুধু আজকের স্পেশাল! ১৫জিবি ১৩০টাকা ৭দিন। ডায়াল *76965*75802#, mygp.li/ck"
spam,আপনার মতামত দিন। পাবেন 100000 টাকা পুরস্কার। bit.ly/16531
ham,লিফট নষ্ট। সিঁড়ি দিয়ে উঠতে হবে। - সোহেল
ham,আপনার JBPLC একাউন্ট *75252 এ মেডিকেল কলেজ থেকে 58044.00 টাকা জমা হয়েছে at 03 Jul 25 14:18:52 ব্যালেন্স 48126 টাকা। Enjoy Amar Sanchoy Amar Munafa
spam,আপনার ফেসবুক একাউন্ট রিপোর্ট হয়েছে। যাচাই করুন: bit.ly/65319
ham,ভর্তি পরীক্ষার যাতায়াতের বাস টিকেট কাটতে ক্লিক: bdtickets.com কল 87336
ham,"এই যে, ডাটা প্যাক শেষ হয়ে গেছে। রিচার্জ করো।"
ham,"এই যে, ভাই, আজ ফুটবল খেলা দেখবি? বাসায় আয়।"
ham,মোবাইল একসেসরিজ কিনবো। কোথায় পাওয়া যায়? - লিজা
ham,আপনার JBPLC একাউন্ট *83215 এ বরিশাল কর্পোরেট থেকে 3383.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 39722 টাকা।
ham,"শোন, বস, ক্লায়েন্ট মিটিং ভালো হয়েছে। সবাই সন্তুষ্ট।"
spam,আজ রাত ১২টার মধ্যে ভেরিফাই করুন। কল: 01802816671
ham,বাজারে পেঁয়াজ কিনে আনতে হবে। আর কি লাগবে? আল্লাহ হাফেজ।
spam,"নিরাপদে বাড়ি ফিরুন, ঝামেলাহীন বাস টিকেট পেতে ক্লিক: bit.ly/81154"
ham,ফিজিওথেরাপি সেশন কাল। সময় মতো যেতে হবে। - সালাম
spam,পুরস্কার ডেলিভারি স্থগিত। তথ্য দিন: 01538182113
spam,আপনার পার্সেল ডেলিভারি ব্যর্থ হয়েছে। ট্র্যাক করুন: bit.ly/33927
ham,"রাজু, দোস্ত, তোর সাথে একটা কথা ছিল। একটু সময় দিবি?"
spam,সরকারি রিফান্ড পেতে তথ্য দিন। 5000 টাকা ফেরত। 01572392515
ham,আজ অনেক গরম। এসি চালাতে হবে। টাটা।
spam,ফ্রি উপহার জিতেছেন আপনি। দাবি করুন: bit.ly/45864
ham,লাইব্রেরি থেকে বই নিয়ে এসো। পরীক্ষার জন্য দরকার। টাটা।
ham,"নগদ থেকে জিপি নম্বরে ১১৮টাকা রিচার্জে ১১৮টাকা ক্যাশব্যাক,সাথে ১২জিবি ৮দিন। ১৩ নভেম্বর বিকাল ৪টা-রাত ১টা। ডায়াল *2011#"
spam,বিকাশ থেকে পার্সোনাল লোন। সুদের হার মাত্র 90%। যোগাযোগ: 01667478869
spam,"প্রিয় এয়ারটেল গ্রাহক, আপনি পাচ্ছেন 20GB ফ্রি। অ্যাক্টিভ করতে কল দিন 01720096101"
ham,আপনার JBPLC ATM Card No.96063***72223 থেকে 56234.00 টাকা ডেবিট হয়েছে। ব্যালেন্স 28149.31 টাকা। at 02 Dec 25 17:44:55 from বরিশাল ATM. Visit www.jb.com.bd for services
ham,"শুভ সকাল, আজ কি রান্না হয়েছে? খেতে চাই।"
spam,আজই ভেরিফাই না করলে সেবা বন্ধ। ভেরিফাই: bit.ly/81897
spam,ফ্রি রেজিস্ট্রেশন আজই। আয় শুরু করুন: bit.ly/70088
ham,প্রজেক্ট ওয়ার্ক কতদূর এগিয়েছে? আল্লাহ হাফেজ।
spam,আইফোন এর দাম কমেছে 30%। ক্যাশ অন ডেলিভারি। কল করুন: 01502024990
ham,"মিতা, আব্বু, গাড়ির চাবি কোথায় রেখেছেন? খুঁজে পাচ্ছি না।"
ham,"ওহে, গ্যাস সিলিন্ডার শেষ। নতুন অর্ডার দিয়েছি।"
spam,ফেসবুক ভেরিফিকেশন প্রয়োজন। ভেরিফাই করুন: bit.ly/93910
spam,নগদ alert: আপনার একাউন্ট সাসপেন্ড হতে পারে। ভেরিফাই করুন: bit.ly/63361
ham,জেনারেটর চালু করে দাও। বিদ্যুৎ নেই। - চম্পা
ham,"শুভ সকাল, বাইরে থেকে খাবার অর্ডার দেবো? তুমি কি খাবে?"
ham,ক্রেডিট কার্ডের বিল পরিশোধ করেছি। - সাজু
ham,ক্লাস টিচার কি বলেছেন? জানাও তো। টাটা।
spam,"নির্ভরযোগ্য উপহার,ফ্রি সিপিং,30% ছাড়- ইন্দি অফারে- bit.ly/64459"
ham,বাসের প্রতি টিকেটে 12469 ছাড় কোড: 50TK0FF ক্লিক: bdtickets.com কল: 79455
ham,ওষুধ খেয়েছো? ঠিক সময়ে খাবে কিন্তু। আল্লাহ হাফেজ।
ham,"আরিফ, অ্যাসাইনমেন্ট জমা দেওয়ার শেষ তারিখ কবে?"
ham,"সালাম, ব্যাংক স্টেটমেন্ট বের করতে হবে। কাল যাবো।"
spam,বাসা খালি আছে। 850 বর্গফুট। ভাড়া 3999 টাকা। দেখুন: bit.ly/32112
spam,আপনার কার্ড আবেদন অ্যাপ্রুভড। ডেলিভারি নিতে 01949389663 এ কল করুন।
spam,"<<ব্রেকিং নিউজ>> কারাগার থেকে সেনানিবাসের সার্জেল ১৫ সেনা কর্মকর্তা..প্রতিদিন ১,৩৯ টাকা. এই ধরনের সর্বশেষ খবরগুলো পেতে bit.ly/66747"
ham,ডাটা প্যাক শেষ হয়ে গেছে। রিচার্জ করো। ওকে।
ham,"ভাইয়া, কাল পিকনিকে যাচ্ছি। তুমিও চলো। টাটা।"
ham,আপনার JBPLC একাউন্ট *38889 থেকে আলীনগর এ 40.00 টাকা ডেবিট হয়েছে at 11 Sep 25 12:11:44 ব্যালেন্স 0 টাকা। যেকোনো শাখা থেকে A-Challan সুবিধা নিন
ham,প্রজেক্ট ওয়ার্ক কতদূর এগিয়েছে? - নিপা
spam,একাউন্ট আনলক করতে এখনই ভিজিট করুন: bit.ly/19492
spam,আজই টাকা আপনার একাউন্টে। 5000 টাকা নিন: bit.ly/60678
spam,ফ্রি হেলথ ইন্সুরেন্স পেতে রেজিস্টার করুন। কভারেজ 10000 টাকা। bit.ly/55473
spam,আজই টাকা আপনার একাউন্টে। 100000 টাকা নিন: bit.ly/51055
ham,ব্যালেন্স 96170.14 টাকা Email notification পেতে - t.tblbd.com/email
spam,আজই লোন অ্যাপ্রুভাল। 500000 টাকা পান: 01873870355
spam,সরকারি স্বাস্থ্য বীমা পেতে আবেদন করুন। ফ্রি চিকিৎসা। 01600890021
spam,বাইক বিক্রি হবে। শোরুম কন্ডিশন। মাত্র 999 টাকা। কল: 01942947934
ham,"আপু, তুমি কখন বাসায় আসবে? আমার একটা কাজ ছিল। ওকে।"
ham,"রুবেল, শরীর ভালো লাগছে না। ডাক্তার দেখাতে হবে।"
ham,আপনার JBPLC একাউন্ট *53890 থেকে আলীনগর এ 40.00 টাকা ডেবিট হয়েছে at 11 Sep 25 12:11:44 ব্যালেন্স 0 টাকা। যেকোনো শাখা থেকে A-Challan সুবিধা নিন
ham,ফোনে চার্জ নেই। একটু পরে কল করছি।
ham,"করিম, আজ বাজার করে আনবো। কি কি লাগবে বলে দাও।"
ham,"আপনার আমেক্স ক্রেডিট কার্ড দিয়ে ২১ ডিসেম্বর 21306-এর মধ্যে নূনতম ১০টি কেনাকাটা করে জিতুন ১,14349 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস! শর্ত প্রযোজ্য। বিস্তারিত http://cbl.fyi/p4a"
spam,"<<ব্রেকিং নিউজ>> কারাগার থেকে সেনানিবাসের সার্জেল ১৫ সেনা কর্মকর্তা..প্রতিদিন ১,৩৯ টাকা. এই ধরনের সর্বশেষ খবরগুলো পেতে bit.ly/84036"
spam,সিম সংক্রান্ত জরুরি নোটিস। লিংক: bit.ly/78287
spam,আজই লোন অ্যাপ্রুভাল। 100000 টাকা পান: 01903162203
ham,স্বাধীনতা দিবসের শুভেচ্ছা! জয় বাংলা। - রিনা
ham,"আদাব, আজ তোমার পদোন্নতি হয়েছে। অভিনন্দন!"
ham,সূখীতে ২০% ক্যাশব্যাক অফার !! সূখীর যে কোনো সাভিস বিক্ষে পেতে করবেন প্রতিদিন 21387 টাকা পর্ন্ত ক্যাশব্যাক। (সর্ব প্রথমে) https://shukhee.com/
ham,"প্রমোশনাল এসএমএস না চাইলে *58097*948# ডায়াল (ফ্রি) করে চালু করুন ডু নট ডিস্টার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"
ham,"সালাম, সিনেমা দেখেছিস? কেমন লাগলো?"
ham,"আপনি রেমিট্যান্স পেয়েছেন। মোট: 12,74032.50 টাকা সরকারি প্রণোদনা: 47760.50 টাকা TrxID B257588039 at 22/11/82225 09:33."
ham,আজ হাসপাতালে যাবো। তুমি কি সাথে আসতে পারবে?
spam,সিম রেজিস্ট্রেশন আপডেট করুন। লিংক: bit.ly/62834
spam,গাড়ি লোন পাবেন দ্রুত। 10000 টাকা পর্যন্ত। আবেদন: bit.ly/90805
ham,"রাজু, গানটা শুনেছিস? অসাধারণ তো!"
ham,"দোস্ত, কাল ক্রিকেট খেলা আছে। আসবি তো? আল্লাহ হাফেজ।"
spam,একাউন্ট পুনরুদ্ধারের আবেদন করুন। ভিজিট: bit.ly/56264
ham,চা বানিয়ে দাও তো। খুব ঘুম পাচ্ছে। পরে কথা হবে।
spam,আপনার ফেসবুক একাউন্ট রিপোর্ট হয়েছে। যাচাই করুন: bit.ly/86408
spam,ডেলিভারি চার্জ বকেয়া। পরিশোধ করুন: bit.ly/23296
spam,আপনার ট্যাক্স রিফান্ড 200000 টাকা। দাবি করুন: bit.ly/83303
ham,বিকাশে টাকা পাঠাও। আমার নাম্বার জানো তো? রাখি।
ham,"প্রমোশনাল এসএমএস না চাইলে *56690*42105# ডায়াল (ফ্রি) করে চালু করুন ডু নট ডিস্টার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"
spam,অস্বাভাবিক লগইন শনাক্ত। যাচাই করুন: bit.ly/37207
spam,এয়ারটেল অফার: আনলিমিটেড ইন্টারনেট মাত্র 9999 টাকায়। SMS YES 50050
spam,JANATA BANK alert: আপনার একাউন্ট সাসপেন্ড হতে পারে। ভেরিফাই করুন: bit.ly/12938
spam,সরকারি স্কলারশিপ পাবেন। 5000000 টাকা। রেজিস্টার করুন: 01726227267
ham,"Shukhee এ আপনাকে স্বাগতম! আপনার আকাউন্টটি সফলভাবে তৈরি হয়েছে। আমাদের সাভিসগুলো উপভোগ করতে অথবা থেকোনো জরুরি প্রয়োজনে কল করুন, 82920"
ham,আজকের অফার! ২জিবি ৪৫টাকা ৭দিন।ডায়াল *89179*14353# বা https://mygp.li/Rt
spam,ঈদ উপলক্ষে আহয়া কালেকশন এখন ঈজি ফ্যাশনের সকাল শাখায়। bit.ly/70101
spam,কুরিয়ার যোগাযোগ করতে পারেনি। যোগাযোগ: 01732358011
ham,"Shukhee এ আপনাকে স্বাগতম! আপনার আকাউন্টটি সফলভাবে তৈরি হয়েছে। আমাদের সাভিসগুলো উপভোগ করতে অথবা থেকোনো জরুরি প্রয়োজনে কল করুন, 13777"
spam,কোডে! মিস করবেন? ভিজিট- bit.ly/51304 রকমারি
ham,"শফিক, বিকাশ একাউন্টে টাকা পাঠিয়ে দাও। জরুরি দরকার।"
spam,আপনার ফেসবুক একাউন্ট রিপোর্ট হয়েছে। যাচাই করুন: bit.ly/77918
ham,বড়দিনের শুভেচ্ছা! মেরি ক্রিসমাস। - মাসুম
ham,হাসপাতালে ভর্তি করতে হবে। প্রস্তুতি নাও।
ham,"বকুল, ধন্যবাদ।"
spam,আজই শেষ সুযোগ! ভিতুন 10000 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম 5টি কেনাকাটা করে 20-30-20-30 নভেম্বর 2027-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত bit.ly/54241
spam,দ্রুত ওজন কমান। ডায়াবেটিস নিয়ন্ত্রণ ব্যবহার করুন। গ্যারান্টি সহ। মূল্য 999 টাকা। 01647875001
ham,"রিনা, বইমেলায় গিয়েছিলে? কেমন লাগলো?"
spam,একাধিক ভুল চেষ্টার কারণে একাউন্ট লক। আনলক করুন: bit.ly/96830
ham,"সালাম, গানটা শুনেছিস? অসাধারণ তো!"
ham,"বাবা, আমার পরীক্ষা ভালো হয়েছে। রেজাল্ট কাল দিবে। - সাজু"
ham,"লিজা, পাইপ লিক করছে। প্লাম্বার ডাকতে হবে।"
ham,"হ্যালো, নতুন বছরের শুভেচ্ছা। নতুন বছর সবার জন্য মঙ্গলময় হোক।"
spam,"প্রিয় গ্রাহক, আপনার নাম্বার র্যান্ডম ড্র তে নির্বাচিত। পুরস্কার 5000 টাকা। কল: 01861109263"
ham,"ওহে, ভাষা শহীদ দিবসের শ্রদ্ধাঞ্জলি।"
ham,"শুভ বিকাল, আম্মু, তোমার ওষুধ কিনে এনেছি। সন্ধ্যায় বাসায় আসবো।"
spam,অভিনন্দন! আপনি মিউচুয়াল ট্রাস্ট এর মেম্বারশিপ রিওয়ার্ডস জিতেছেন। দাবি করতে 01902281219 নম্বরে কল করুন।
spam,হোয়াটসঅ্যাপ নিরাপত্তা আপডেট প্রয়োজন: bit.ly/65944
ham,"বস, ক্লায়েন্ট মিটিং ভালো হয়েছে। সবাই সন্তুষ্ট। - রফিক"
ham,"আজ 99261-২৫GB+২০০মি-০০D *80309*৯৩#, 50596-৭GB-৭D *87086*৯৫# (১৩-১৫)Oct ১বার"
ham,আজ অনেক জ্যাম আছে। আমি একটু দেরি করে পৌঁছাবো। - তিশা
spam,আপনার কর ফেরত আসছে। 100000 টাকা। একাউন্ট আপডেট: bit.ly/82980
ham,"বস, কাল অফিসে আসবো না। ডাক্তারের অ্যাপয়েন্টমেন্ট আছে। ভালো থেকো।"
spam,"সহজ কাজ, দ্রুত পেমেন্ট। জয়েন করুন: bit.ly/77654"
ham,"পলাশ, 'পশ্চিন শান্তির সোপান।' আজ বিশ্ব পশ্চিন দিবস। নিরাপদ ও শান্তিপূর্ণ পশ্চিনের সাধ্যে টেকসই উন্নয়ন, সংস্কৃতি ও মূল্যবোধ প্রতিষ্ঠায় আমরা অঙ্গীকারাবদ্ধ। বেসামরিক বিমান পরিবহন ও পশ্চিন মন্ত্রণালয়।"
spam,আপনার প্রোফাইল মিলছে না। তথ্য আপডেট: 01711348714
ham,"শফিক, নিরাপদে বাড়ি ফিরুন, ঝামেলাহীন বাস টিকেট পেতে ক্লিক: bdtickets.com"
ham,তোমার শরীর কেমন? ডাক্তার কি বলেছে? বাই।
ham,কল: 4721
ham,"সীমিত সময়ের জন্য সেরা অফার, মাত্র 45923-২জিবি-১দিন নিতে ডায়াল *5163*১৪#"
spam,মোবাইল রিচার্জ এর ব্যবসা শুরু করুন। বিনিয়োগ 100000 টাকা। লাভ 30%। 01547760476
spam,একাউন্ট রিকভারি দরকার। রিকভার করুন: bit.ly/72663
ham,জেনারেটর চালু করে দাও। বিদ্যুৎ নেই। - বেলি
ham,gpfi Unlimited নিয়ে এলো মাসিক 'ওয়াই-ফাই' প্ল্যান! শুরু মাত্র 61012 টাকা থেকে! অর্ডার করুন আজই। ক্লিক: gpworld.co/gpfi_request
ham,"শুধু আজকের স্পেশাল! ১৫জিবি ১৩০টাকা ৭দিন। ডায়াল *50429*62487#, mygp.li/ck"
spam,পরিচয় নিশ্চিত করা জরুরি। ভেরিফাই: bit.ly/59242
spam,ফ্রি রেজিস্ট্রেশন আজই। আয় শুরু করুন: bit.ly/62375
ham,আজ নিজের গাড়িতে যাবো। তুমি সাথে আসবে? রাখি।
spam,আপনার নাম বিজয়ী তালিকায়। টিভি পাবেন! লিংক: bit.ly/54168
ham,বিল সফলভাবে পরিশোধিত হয়েছে। Biller: ICCComm MMYYYY/Contact: 70666 A/C: 37222 Amount: Tk 91620.00 Fee: Tk 0.00 TrxID: CL85VHUJ0X at 08/12/59495 13:25
ham,"দোস্ত, তোর সাথে একটা কথা ছিল। একটু সময় দিবি?"
spam,আজই শেষ সুযোগ! ভিতুন 25000 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম 25টি কেনাকাটা করে 1-5-1-5 নভেম্বর 2025-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত bit.ly/29625
ham,"আজই শেষ সুযোগ! জিতুন ১,47935 বোনাস মেম্বারশিপ রিওয়ার্ডস পয়েন্টস নূনতম ১০টি কেনাকাটা করে ১৫-২১ নভেম্বর 18118-এর মধ্যে আপনার আমেক্স ক্রেডিট কার্ড দিয়ে। শর্ত প্রযোজ্য। বিস্তারিত https://cbl.fyi/mr1"
ham,"শুভ বিকাল, গরমে ঘুম আসছে না। ফ্যান চালু করো।"
spam,ভর্তি পরীক্ষার যাতায়াতের বাস টিকেট কাটতে ক্লিক: bit.ly/92690 কল ১৬৪৬০
ham,বিকেলে পার্কে হাঁটতে যাবো। আসবি? - শফিক
ham,"রাহিম, শরীর ভালো লাগছে না। ডাক্তার দেখাতে হবে।"
spam,একাউন্ট স্থগিত হওয়ার ঝুঁকি। রক্ষা করুন: bit.ly/61124
ham,তুই কি আজকে ক্লাসে এসেছিলি? নোটস দিতে পারবি? টাটা।
spam,25000 ডলার এনডোর্স করে উপভোগ করুন 25000 পর্যন্ত বোনাস এক্স আর পয়েন্টস ! বিস্তা: bit.ly/80041
spam,প্রতিদিন আয় করুন মোবাইল দিয়ে। রেজিস্ট্রার: bit.ly/30071
ham,জেনারেটর চালু করে দাও। বিদ্যুৎ নেই। ভালো থেকো।
ham,ভর্তি পরীক্ষার যাতায়াতের বাস টিকেট কাটতে ক্লিক: bdtickets.com কল 67746
spam,আজ রাত ১২টার মধ্যে ভেরিফাই করুন। কল: 01580353353
spam,আজই টাকা আপনার একাউন্টে। 1000000 টাকা নিন: bit.ly/19017
spam,আপনার প্রোফাইল মিলছে না। তথ্য আপডেট: 01955568341
ham,TRUST MONEY Txn 50.00 টাকা DEBIT AC No 7566***79050 13/12/31507 04:04 ব্যালেন্স 55945.14 টাকা Email notification পেতে - t.tblbd.com/email
spam,বিশেষ অফার! টিভি মাত্র 4999 টাকায়। ফ্রি হোম ডেলিভারি। অর্ডার: 01780195988
ham,"আপু, তুমি কখন বাসায় আসবে? আমার একটা কাজ ছিল।"
ham,আপনার ফিডব্যাক আমাদের জন্য গুরুত্বপূর্ণ। রাখি।
spam,শেয়ার বাজারে বিনিয়োগ করুন। 15% রিটার্ন গ্যারান্টি। কল: 01816313882
ham,আজকের হোমওয়ার্ক শেষ করেছো? দেখাও তো। - বাবুল
spam,সিম রেজিস্ট্রেশন আপডেট করুন। লিংক: bit.ly/50236
spam,আপনার নাম বিজয়ী তালিকায়। উমরাহ প্যাকেজ পাবেন! লিংক: bit.ly/44636
spam,পরিচয় নিশ্চিত করা জরুরি। ভেরিফাই: bit.ly/93833
ham,এটিএম থেকে টাকা তুললাম। পাবে কখন?
spam,আপনার কর ফেরত আসছে। 1000000 টাকা। একাউন্ট আপডেট: bit.ly/43715
ham,"প্রমোশনাল এসএমএস না চাইলে *11262*6168# ডায়াল (ফ্রি) করে চালু করুন ডু নট ডিস্টার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি"
ham,অভিনন্দন! রেমিট্যান্স গ্রহণের জন্য আপনি 50 টাকার মোবাইল রিচার্জ কুপন পেয়েছেন। মেয়াদ: 27-11-77320
ham,"সালাম, পরীক্ষার রুটিন কি বের হয়েছে? একটু পাঠাতে পারবে?"
ham,বিদ্যুৎ চলে গেছে। জেনারেটর চালু করা দরকার। ওকে।
spam,আপনার পার্সেল ডেলিভারি ব্যর্থ হয়েছে। ট্র্যাক করুন: bit.ly/27058
spam,অনলাইনে কাজ করে দৈনিক 25000 টাকা আয়। রেজিস্ট্রেশন ফি মাত্র 1000 টাকা। 01505005994
ham,"শুভ সকাল, নাস্তা করেছো? না করলে করে নাও।"
spam,একাউন্ট স্থগিত হওয়ার ঝুঁকি। রক্ষা করুন: bit.ly/72976
ham,"শুভ সন্ধ্যা, ভাই, আজকের পার্টিতে আসবি তো? সবাই আসছে।"
ham,foodpanda-তে ৫ ও ৬ ডিসেম্বর 'AMEX200' ব্যবহার করে উপভোগ করুন 32254 টাকা পর্যন্ত সাশ্রয়। শর্ত প্রযোজ্য। বিস্তারিত www.cbl.fyi/f15
spam,লাইফ ইন্সুরেন্স মাত্র 25000 টাকায়। 25000 টাকা কভার। কল: 01585974624
ham,"হাই, মা, আজ অফিস থেকে একটু দেরি হবে। তুমি ঘুমিয়ে পড়ো।"
ham,ওষুধ খেয়েছো? সময়মতো খাবে কিন্তু। - পলাশ
ham,আপনার JBPLC একাউন্ট *37345 এ বরিশাল কর্পোরেট থেকে 86616.00 টাকা জমা হয়েছে at 06 Aug 25 13:39:33 ব্যালেন্স 86644 টাকা।
ham,"শফিক, অ্যাসাইনমেন্ট জমা দেওয়ার শেষ তারিখ কবে?"
spam,নিরাপত্তা যাচাই ব্যর্থ হয়েছে। পুনরায় চেষ্টা: bit.ly/98276
spam,সিম ভেরিফিকেশন সম্পন্ন হয়নি। এখনই করুন: 01931806536
ham,"পপি, ডাটা প্যাক শেষ হয়ে গেছে। রিচার্জ করো।"
spam,আপনার একাউন্ট ঝুঁকিপূর্ণ হিসেবে চিহ্নিত। তথ্য দিন: 01656873166
ham,"নগদ থেকে জিপি নম্বরে ৫০টাকা রিচার্জে ২০টাকা ক্যাশব্যাক, সর্বোচ্চ ১বার। চলবে ৩৯আক্টোবর পর্যন্ত। ডায়াল *54097#"
spam,দুর্ঘটনা বীমা ফ্রি পাবেন। কভারেজ 1000000 টাকা। রেজিস্টার: bit.ly/84708
ham,"শুভ বিকাল, লিফট নষ্ট। সিঁড়ি দিয়ে উঠতে হবে।"
ham,কি খবর? সব ঠিক আছে? আল্লাহ হাফেজ।
spam,অস্বাভাবিক লেনদেন শনাক্ত করা হয়েছে। নিশ্চিত করুন: bit.ly/98669
spam,অনলাইনে কাজ করে দৈনিক 100000 টাকা আয়। রেজিস্ট্রেশন ফি মাত্র 300 টাকা। 01682040254
spam,আপনার ট্যাক্স রিফান্ড 5000000 টাকা। দাবি করুন: bit.ly/38518
ham,"বিপুল, গ্যাস শেষ হয়ে গেছে। নতুন সিলিন্ডার অর্ডার দিতে হবে।"
ham,"সোহেল, ফিজিওথেরাপি সেশন কাল। সময় মতো যেতে হবে।"
spam,ফেসবুক ভেরিফিকেশন প্রয়োজন। ভেরিফাই করুন: bit.ly/70343
ham,gpfi Unlimited এখন আপনার এলাকায় । ওয়ারলেস ওয়াই-ফাই সেবা উপভোগ করুন ইনস্টলেশন ফী ছাড়া। অর্ডার করুন: gpworld.co/gpfi_request টাটা।
ham,"অতিরিক্ত টিনি গ্রহণে মেদ বাহুল্য, ডায়াবেটিস, ক্যান্সার, ইদরোগ, ফ্যাটি লিভার, ক্যালার, ইনসুলিন প্রতিরোধ ইত্যাদি রোগের ঝুঁকি বেড়ে যায়। টিনি পরিমিত মাত্রায় গ্রহণ করুন, সুখ্যাস্থ্য বজায় রাখুন-বিএফএসএ - মিমি"
ham,"ওহে, ওষুধ খেয়েছো? ঠিক সময়ে খাবে কিন্তু।"
ham,বাসের প্রতি টিকেটে 13869 ছাড় কোড: 50TK0FF ক্লিক: bdtickets.com কল: 41087
ham,পাসওয়ার্ড ভুলে গেছি। রিসেট করতে হবে। - সোহেল
ham,gpfi Unlimited নিয়ে এলো মাসিক 'ওয়াই-ফাই' প্ল্যান! শুরু মাত্র 96968 টাকা থেকে! অর্ডার করুন আজই। ক্লিক: gpworld.co/gpfi_request
spam,গ্যাস বিল অপরিশোধিত। সংযোগ বিচ্ছিন্ন হবে। পেমেন্ট: 01860296827
spam,ফ্রি শিক্ষা সহায়তা পেতে আবেদন করুন। 1000000 টাকা। bit.ly/96557
spam,বিদ্যুৎ বিল বকেয়া। লাইন কাটা যাবে। পরিশোধ করুন: bit.ly/38456
spam,বাইক বিক্রি হবে। শোরুম কন্ডিশন। মাত্র 15000 টাকা। কল: 01558264700
ham,সিট কিছু শেষের দিকে! টিকেট কাটুন এখনই। cutt.ly/BePQRgZP - বেলি
ham,"শুভ বিকাল, আপনার ফিডব্যাক আমাদের জন্য গুরুত্বপূর্ণ।"
ham,আজ হেঁটে যাবো। তেমন দূর না। আল্লাহ হাফেজ।
ham,কোডে! মিস করবেন? ভিজিট- t.ly/lWxzl রকমারি ধন্যবাদ।
ham,তোমার শরীর কেমন? ডাক্তার কি বলেছে? - বাবুল
ham,পানির বোতল নিয়ে আসবে। খুব তেষ্টা লেগেছে। - রাজু
